epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.06424068659543991,2.224881410598755,4.0,0.03
9,0.0882609486579895,2.2251369953155518,4.0,0.03
14,0.09945055842399597,2.224536657333374,4.0,0.03
19,0.09322811663150787,2.2246181964874268,4.0,0.03
24,0.10376610606908798,2.224170446395874,4.0,0.03
29,0.09388459473848343,2.224128484725952,4.0,0.03
34,0.09798335283994675,2.224247694015503,4.0,0.03
39,0.10041473805904388,2.223611831665039,4.0,0.03
44,0.0886155441403389,2.2237343788146973,4.0,0.03
49,0.09243851155042648,2.2235915660858154,4.0,0.03
54,0.10012269765138626,2.225083112716675,4.0,0.03
59,0.10033769905567169,2.223823308944702,4.0,0.03
64,0.047822367399930954,2.224201202392578,4.0,0.03
69,0.04885890707373619,2.2243075370788574,4.0,0.03
74,0.04451034218072891,2.2242608070373535,4.0,0.03
79,0.03958074375987053,2.221677303314209,4.0,0.03
84,0.03966830298304558,2.2222280502319336,4.0,0.03
89,0.03781251981854439,2.2209744453430176,4.0,0.03
94,0.03470943868160248,2.2213966846466064,4.0,0.03
99,0.0363582968711853,2.2195374965667725,4.0,0.03
