epoch,distortion_loss,accuracy,rate,lambda
4,0.06424068659543991,0.1958743085433313,4.0,0.03
9,0.0882609486579895,0.1958743085433313,4.0,0.03
14,0.09945055842399597,0.1958743085433313,4.0,0.03
19,0.09322811663150787,0.1958743085433313,4.0,0.03
24,0.10376610606908798,0.1958743085433313,4.0,0.03
29,0.09388459473848343,0.1958743085433313,4.0,0.03
34,0.09798335283994675,0.1958743085433313,4.0,0.03
39,0.10041473805904388,0.1958743085433313,4.0,0.03
44,0.0886155441403389,0.1958743085433313,4.0,0.03
49,0.09243851155042648,0.1958743085433313,4.0,0.03
54,0.10012269765138626,0.1958743085433313,4.0,0.03
59,0.10033769905567169,0.1958743085433313,4.0,0.03
64,0.047822367399930954,0.1958743085433313,4.0,0.03
69,0.04885890707373619,0.1958743085433313,4.0,0.03
74,0.04451034218072891,0.1958743085433313,4.0,0.03
79,0.03958074375987053,0.1958743085433313,4.0,0.03
84,0.03966830298304558,0.1958743085433313,4.0,0.03
89,0.03781251981854439,0.1958743085433313,4.0,0.03
94,0.03470943868160248,0.1958743085433313,4.0,0.03
99,0.0363582968711853,0.1958743085433313,4.0,0.03
