epoch,distortion_loss,accuracy, rate, lambda
4,0.02661134861409664,0.5992,8.0,0.001
9,0.025209425017237663,0.6361,8.0,0.001
14,0.02479725331068039,0.6485,8.0,0.001
19,0.024512510746717453,0.6588,8.0,0.001
24,0.024037690833210945,0.662,8.0,0.001
29,0.023840460926294327,0.6681,8.0,0.001
34,0.02382001094520092,0.6692,8.0,0.001
39,0.02377341128885746,0.6694,8.0,0.001
44,0.02365250699222088,0.6686,8.0,0.001
49,0.023705406114459038,0.6754,8.0,0.001
54,0.023683207109570503,0.6777,8.0,0.001
59,0.0237031988799572,0.6759,8.0,0.001
64,0.023659709841012955,0.6723,8.0,0.001
69,0.02370648831129074,0.6721,8.0,0.001
74,0.023624906316399574,0.6768,8.0,0.001
79,0.02365146391093731,0.6774,8.0,0.001
84,0.023800192400813103,0.674,8.0,0.001
89,0.023685628548264503,0.6735,8.0,0.001
94,0.023638378828763962,0.6762,8.0,0.001
99,0.02359483763575554,0.6829,8.0,0.001
