epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.02661134861409664,1.133097767829895,8.0,0.001
9,0.025209425017237663,1.0273643732070923,8.0,0.001
14,0.02479725331068039,0.995925784111023,8.0,0.001
19,0.024512510746717453,0.9611935019493103,8.0,0.001
24,0.024037690833210945,0.9513675570487976,8.0,0.001
29,0.023840460926294327,0.9391297698020935,8.0,0.001
34,0.02382001094520092,0.9332489967346191,8.0,0.001
39,0.02377341128885746,0.9330266118049622,8.0,0.001
44,0.02365250699222088,0.9175820350646973,8.0,0.001
49,0.023705406114459038,0.9226567149162292,8.0,0.001
54,0.023683207109570503,0.9241905808448792,8.0,0.001
59,0.0237031988799572,0.9239534735679626,8.0,0.001
64,0.023659709841012955,0.9163759350776672,8.0,0.001
69,0.02370648831129074,0.9187138676643372,8.0,0.001
74,0.023624906316399574,0.9216002821922302,8.0,0.001
79,0.02365146391093731,0.9117964506149292,8.0,0.001
84,0.023800192400813103,0.9188666939735413,8.0,0.001
89,0.023685628548264503,0.9142542481422424,8.0,0.001
94,0.023638378828763962,0.9143841862678528,8.0,0.001
99,0.02359483763575554,0.9040905833244324,8.0,0.001
