epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.015013597905635834,0.8679177761077881,20.0,0.001
9,0.013305836357176304,0.7458555102348328,20.0,0.001
14,0.0132236797362566,0.7231042385101318,20.0,0.001
19,0.012492367066442966,0.6743896007537842,20.0,0.001
24,0.01179865188896656,0.6607556343078613,20.0,0.001
29,0.011764260940253735,0.6456201076507568,20.0,0.001
34,0.011685238219797611,0.642914354801178,20.0,0.001
39,0.011647980660200119,0.6306658983230591,20.0,0.001
44,0.011614032089710236,0.6362971067428589,20.0,0.001
49,0.011549342423677444,0.6279178261756897,20.0,0.001
54,0.011581138707697392,0.6179866790771484,20.0,0.001
59,0.011497045867145061,0.6202371716499329,20.0,0.001
64,0.011483797803521156,0.6143398284912109,20.0,0.001
69,0.011525675654411316,0.6167386174201965,20.0,0.001
74,0.011523444205522537,0.6093769073486328,20.0,0.001
79,0.011535360477864742,0.6103678345680237,20.0,0.001
84,0.011459379456937313,0.5976637005805969,20.0,0.001
89,0.011532487347722054,0.6078963279724121,20.0,0.001
94,0.011501590721309185,0.6140572428703308,20.0,0.001
99,0.011526952497661114,0.6028040647506714,20.0,0.001
