epoch,distortion_loss,perception_loss,rate,lambda
4,0.010068908333778381,-0.15344145894050598,32.0,0.001
9,0.008711780421435833,0.02607847936451435,32.0,0.001
14,0.007837070152163506,-0.04599185287952423,32.0,0.001
19,0.008047131821513176,-0.12714168429374695,32.0,0.001
24,0.007262633182108402,-0.02406970039010048,32.0,0.001
29,0.007094584405422211,-0.05624028295278549,32.0,0.001
34,0.007196824997663498,-0.07415458559989929,32.0,0.001
39,0.007052157539874315,-0.09657108783721924,32.0,0.001
44,0.006879277527332306,-0.05793876573443413,32.0,0.001
49,0.006927967071533203,-0.05951714888215065,32.0,0.001
