epoch,distortion_loss,perception_loss,rate,lambda
4,0.058927178382873535,-1.0752460956573486,4.0,0.05
9,0.05579506605863571,-1.1378364562988281,4.0,0.05
14,0.06512928009033203,-1.2335858345031738,4.0,0.05
19,0.06346297264099121,-1.1925235986709595,4.0,0.05
24,0.0672641396522522,-1.3942254781723022,4.0,0.05
29,0.06536273658275604,-1.6182926893234253,4.0,0.05
34,0.06704813241958618,-1.499022364616394,4.0,0.05
39,0.06895807385444641,-1.2725212574005127,4.0,0.05
44,0.07031413912773132,-1.6147747039794922,4.0,0.05
49,0.07203120738267899,-1.782942533493042,4.0,0.05
54,0.07068151980638504,-1.6470681428909302,4.0,0.05
59,0.06909241527318954,-1.7249218225479126,4.0,0.05
64,0.07069362699985504,-1.583949089050293,4.0,0.05
69,0.07001863420009613,-1.623687505722046,4.0,0.05
74,0.07152295112609863,-1.6572190523147583,4.0,0.05
79,0.07068968564271927,-1.6854254007339478,4.0,0.05
84,0.07059340924024582,-1.7098606824874878,4.0,0.05
89,0.0705738291144371,-1.3646200895309448,4.0,0.05
94,0.07116598635911942,-1.5885472297668457,4.0,0.05
99,0.07177795469760895,-1.6054930686950684,4.0,0.05
