epoch, distortion_loss, perception_loss, rate, lambda
4,0.0355672761797905,2.889594793319702,4.0,0.001
9,0.03518590331077576,2.8115615844726562,4.0,0.001
14,0.03439013287425041,2.930293560028076,4.0,0.001
19,0.03422290086746216,3.046954393386841,4.0,0.001
24,0.03365447744727135,3.0864295959472656,4.0,0.001
29,0.03357621654868126,3.1144638061523438,4.0,0.001
34,0.03355589509010315,3.133497714996338,4.0,0.001
39,0.03358566015958786,3.1951310634613037,4.0,0.001
44,0.033297061920166016,3.2402751445770264,4.0,0.001
49,0.033303529024124146,3.2324624061584473,4.0,0.001
54,0.03339672088623047,3.2304985523223877,4.0,0.001
59,0.03334257751703262,3.2284860610961914,4.0,0.001
64,0.03336206078529358,3.2415497303009033,4.0,0.001
69,0.03350553289055824,3.2367565631866455,4.0,0.001
74,0.03325876221060753,3.2279129028320312,4.0,0.001
79,0.033292535692453384,3.214331865310669,4.0,0.001
84,0.03325953334569931,3.213019371032715,4.0,0.001
89,0.033301129937171936,3.2187182903289795,4.0,0.001
94,0.033350229263305664,3.2038135528564453,4.0,0.001
99,0.03331184387207031,3.20377254486084,4.0,0.001
