epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.010139558464288712,0.7825307846069336,32.0,0.001
9,0.008680049329996109,0.6587424874305725,32.0,0.001
14,0.008152762427926064,0.6194260716438293,32.0,0.001
19,0.007600043900310993,0.5656158924102783,32.0,0.001
24,0.006915355566889048,0.5437533259391785,32.0,0.001
29,0.006873575504869223,0.530514121055603,32.0,0.001
34,0.006834506988525391,0.5250661969184875,32.0,0.001
39,0.006745047401636839,0.5123881697654724,32.0,0.001
44,0.006716576404869556,0.5061191916465759,32.0,0.001
49,0.006679351441562176,0.49437299370765686,32.0,0.001
54,0.006676752120256424,0.4855462908744812,32.0,0.001
59,0.006703950930386782,0.49105238914489746,32.0,0.001
64,0.006667174398899078,0.47498422861099243,32.0,0.001
69,0.00668523320928216,0.4843258559703827,32.0,0.001
74,0.006688072811812162,0.468235582113266,32.0,0.001
79,0.0066444119438529015,0.4842885732650757,32.0,0.001
84,0.006664555985480547,0.4729714095592499,32.0,0.001
89,0.006631094962358475,0.462528258562088,32.0,0.001
94,0.006642599124461412,0.47211697697639465,32.0,0.001
99,0.00661998288705945,0.4701855480670929,32.0,0.001
