epoch, distortion_loss, perception_loss, rate, lambda
4,0.010139558464288712,-0.27908340096473694,32.0,0.001
9,0.008680049329996109,-0.21656310558319092,32.0,0.001
14,0.008152762427926064,-0.10722321271896362,32.0,0.001
19,0.007600043900310993,-0.08199319988489151,32.0,0.001
24,0.006915355566889048,-0.07511085271835327,32.0,0.001
29,0.006873575504869223,-0.10249894857406616,32.0,0.001
34,0.006834506988525391,-0.09863647818565369,32.0,0.001
39,0.006745047401636839,-0.09320229291915894,32.0,0.001
44,0.006716576404869556,-0.0892275869846344,32.0,0.001
49,0.006679351441562176,-0.08079234510660172,32.0,0.001
54,0.006676752120256424,-0.08952298015356064,32.0,0.001
59,0.006703950930386782,-0.09827152639627457,32.0,0.001
64,0.006667174398899078,-0.09139450639486313,32.0,0.001
69,0.00668523320928216,-0.0941266119480133,32.0,0.001
74,0.006688072811812162,-0.09697744250297546,32.0,0.001
79,0.0066444119438529015,-0.08792664855718613,32.0,0.001
84,0.006664555985480547,-0.09336761385202408,32.0,0.001
89,0.006631094962358475,-0.08872433006763458,32.0,0.001
94,0.006642599124461412,-0.09076353162527084,32.0,0.001
99,0.00661998288705945,-0.09592004865407944,32.0,0.001
