epoch,distortion_loss,perception_loss,rate,lambda
4,0.021475236862897873,1.8737359046936035,16.0,0.003
9,0.021168433129787445,2.2355129718780518,16.0,0.003
14,0.022250507026910782,2.3017334938049316,16.0,0.003
19,0.02091997303068638,1.908446192741394,16.0,0.003
24,0.02078656665980816,2.1642861366271973,16.0,0.003
29,0.020518770441412926,2.0783650875091553,16.0,0.003
34,0.020834021270275116,2.0545265674591064,16.0,0.003
39,0.020561162382364273,1.8867720365524292,16.0,0.003
44,0.020558346062898636,2.0152029991149902,16.0,0.003
49,0.020556926727294922,2.010199785232544,16.0,0.003
54,0.020422102883458138,2.0373728275299072,16.0,0.003
59,0.020401185378432274,2.0442705154418945,16.0,0.003
64,0.020648084580898285,1.861998200416565,16.0,0.003
69,0.020528865978121758,2.056594133377075,16.0,0.003
74,0.0205749049782753,1.9212925434112549,16.0,0.003
79,0.02054888755083084,1.941359043121338,16.0,0.003
84,0.020477160811424255,2.004951238632202,16.0,0.003
89,0.0206310898065567,1.8598322868347168,16.0,0.003
94,0.020539607852697372,1.8664113283157349,16.0,0.003
99,0.02066788636147976,1.8902158737182617,16.0,0.003
