epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.021475236862897873,1.8085614442825317,16.0,0.003
9,0.021168433129787445,1.6530227661132812,16.0,0.003
14,0.022250507026910782,1.5263365507125854,16.0,0.003
19,0.02091997303068638,1.4209188222885132,16.0,0.003
24,0.02078656665980816,1.3052095174789429,16.0,0.003
29,0.020518770441412926,1.2711187601089478,16.0,0.003
34,0.020834021270275116,1.2137649059295654,16.0,0.003
39,0.020561162382364273,1.1720387935638428,16.0,0.003
44,0.020558346062898636,1.1292837858200073,16.0,0.003
49,0.020556926727294922,1.0982266664505005,16.0,0.003
54,0.020422102883458138,1.103422999382019,16.0,0.003
59,0.020401185378432274,1.0889155864715576,16.0,0.003
64,0.020648084580898285,1.0838427543640137,16.0,0.003
69,0.020528865978121758,1.0668696165084839,16.0,0.003
74,0.0205749049782753,1.0796656608581543,16.0,0.003
79,0.02054888755083084,1.0782771110534668,16.0,0.003
84,0.020477160811424255,1.0696055889129639,16.0,0.003
89,0.0206310898065567,1.0620759725570679,16.0,0.003
94,0.020539607852697372,1.059188723564148,16.0,0.003
99,0.02066788636147976,1.0699691772460938,16.0,0.003
