epoch,distortion_loss,perception_loss,rate,lambda
4,0.016363859176635742,-0.40226811170578003,120.0,0.03
9,0.013468499295413494,-0.3286265432834625,120.0,0.03
14,0.012996537610888481,-0.15734583139419556,120.0,0.03
19,0.012959080748260021,-0.23764283955097198,120.0,0.03
24,0.013580137863755226,-0.13128602504730225,120.0,0.03
29,0.012864910066127777,-0.35802772641181946,120.0,0.03
34,0.015964439138770103,-0.2879069149494171,120.0,0.03
39,0.013370265252888203,-0.3544231653213501,120.0,0.03
44,0.013540377840399742,-0.33298376202583313,120.0,0.03
49,0.013061531819403172,-0.27829107642173767,120.0,0.03
54,0.013061252422630787,-0.33357369899749756,120.0,0.03
59,0.01263174507766962,-0.2019655406475067,120.0,0.03
64,0.012660053558647633,-0.14240725338459015,120.0,0.03
69,0.012388036586344242,-0.017805304378271103,120.0,0.03
74,0.012592676095664501,-0.241895392537117,120.0,0.03
79,0.012706548906862736,-0.24402791261672974,120.0,0.03
84,0.012645411305129528,-0.10022064298391342,120.0,0.03
89,0.012279362417757511,0.08157417178153992,120.0,0.03
94,0.012554372660815716,-0.07319324463605881,120.0,0.03
99,0.012851942330598831,-0.13014094531536102,120.0,0.03
