epoch,distortion_loss,perception_loss,rate,lambda
4,0.02534538321197033,2.571974277496338,12.0,0.003
9,0.022409772500395775,2.4132978916168213,12.0,0.003
14,0.022758664563298225,2.5560595989227295,12.0,0.003
19,0.02253582887351513,2.593472957611084,12.0,0.003
24,0.02244015969336033,2.5514392852783203,12.0,0.003
29,0.02267974242568016,2.5469753742218018,12.0,0.003
34,0.02260996401309967,2.5323145389556885,12.0,0.003
39,0.022525442764163017,2.633258819580078,12.0,0.003
44,0.022432126104831696,2.3572921752929688,12.0,0.003
49,0.022417252883315086,2.4883155822753906,12.0,0.003
54,0.022599879652261734,2.377701759338379,12.0,0.003
59,0.02242138609290123,2.2665584087371826,12.0,0.003
64,0.022439762949943542,2.4133405685424805,12.0,0.003
69,0.02261633798480034,2.4038665294647217,12.0,0.003
74,0.022519083693623543,2.3141815662384033,12.0,0.003
79,0.02237243950366974,2.422835111618042,12.0,0.003
84,0.022727062925696373,2.2838521003723145,12.0,0.003
89,0.022713368758559227,2.3215696811676025,12.0,0.003
94,0.02251328155398369,2.3577234745025635,12.0,0.003
99,0.022505784407258034,2.2595131397247314,12.0,0.003
