epoch,distortion_loss,cross_entropy_loss,rate,lambda
4,0.02534538321197033,1.885375738143921,12.0,0.003
9,0.022409772500395775,1.7329295873641968,12.0,0.003
14,0.022758664563298225,1.646491289138794,12.0,0.003
19,0.02253582887351513,1.5158205032348633,12.0,0.003
24,0.02244015969336033,1.446950912475586,12.0,0.003
29,0.02267974242568016,1.434615135192871,12.0,0.003
34,0.02260996401309967,1.374167799949646,12.0,0.003
39,0.022525442764163017,1.3406685590744019,12.0,0.003
44,0.022432126104831696,1.2896257638931274,12.0,0.003
49,0.022417252883315086,1.2805004119873047,12.0,0.003
54,0.022599879652261734,1.2681994438171387,12.0,0.003
59,0.02242138609290123,1.2898484468460083,12.0,0.003
64,0.022439762949943542,1.2632821798324585,12.0,0.003
69,0.02261633798480034,1.2544682025909424,12.0,0.003
74,0.022519083693623543,1.2687053680419922,12.0,0.003
79,0.02237243950366974,1.2607243061065674,12.0,0.003
84,0.022727062925696373,1.230642318725586,12.0,0.003
89,0.022713368758559227,1.2629477977752686,12.0,0.003
94,0.02251328155398369,1.2296749353408813,12.0,0.003
99,0.022505784407258034,1.23151695728302,12.0,0.003
